    alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
  79.900  12.3757   0.00000   0.00000  -0.5426   0.0000   0.0000
