Iteration,residual,force
    1206,  0.4897192E-06,  0.1362949E+01
    1207,  0.4841055E-06,  0.1362949E+01
    1208,  0.4785560E-06,  0.1362949E+01
    1209,  0.4730703E-06,  0.1362949E+01
    1210,  0.4676474E-06,  0.1362949E+01
    1211,  0.4622866E-06,  0.1362949E+01
    1212,  0.4569874E-06,  0.1362949E+01
    1213,  0.4517487E-06,  0.1362949E+01
    1214,  0.4465703E-06,  0.1362949E+01
    1215,  0.4414512E-06,  0.1362949E+01
    1216,  0.4363907E-06,  0.1362949E+01
    1217,  0.4313883E-06,  0.1362949E+01
    1218,  0.4264432E-06,  0.1362949E+01
    1219,  0.4215548E-06,  0.1362950E+01
    1220,  0.4167224E-06,  0.1362950E+01
    1221,  0.4119454E-06,  0.1362950E+01
    1222,  0.4072232E-06,  0.1362950E+01
    1223,  0.4025550E-06,  0.1362950E+01
    1224,  0.3979406E-06,  0.1362950E+01
    1225,  0.3933789E-06,  0.1362950E+01
    1226,  0.3888694E-06,  0.1362950E+01
    1227,  0.3844118E-06,  0.1362950E+01
    1228,  0.3800052E-06,  0.1362950E+01
    1229,  0.3756491E-06,  0.1362950E+01
    1230,  0.3713430E-06,  0.1362950E+01
    1231,  0.3670862E-06,  0.1362950E+01
    1232,  0.3628782E-06,  0.1362950E+01
    1233,  0.3587184E-06,  0.1362950E+01
    1234,  0.3546063E-06,  0.1362950E+01
    1235,  0.3505415E-06,  0.1362950E+01
    1236,  0.3465231E-06,  0.1362950E+01
    1237,  0.3425509E-06,  0.1362950E+01
    1238,  0.3386241E-06,  0.1362950E+01
    1239,  0.3347424E-06,  0.1362950E+01
    1240,  0.3309051E-06,  0.1362950E+01
    1241,  0.3271119E-06,  0.1362950E+01
    1242,  0.3233622E-06,  0.1362950E+01
    1243,  0.3196554E-06,  0.1362950E+01
    1244,  0.3159911E-06,  0.1362950E+01
    1245,  0.3123689E-06,  0.1362950E+01
    1246,  0.3087881E-06,  0.1362950E+01
    1247,  0.3052484E-06,  0.1362950E+01
    1248,  0.3017492E-06,  0.1362950E+01
    1249,  0.2982903E-06,  0.1362950E+01
    1250,  0.2948709E-06,  0.1362950E+01
    1251,  0.2914907E-06,  0.1362950E+01
    1252,  0.2881493E-06,  0.1362950E+01
    1253,  0.2848462E-06,  0.1362950E+01
    1254,  0.2815809E-06,  0.1362950E+01
    1255,  0.2783531E-06,  0.1362950E+01
    1256,  0.2751623E-06,  0.1362950E+01
    1257,  0.2720080E-06,  0.1362950E+01
    1258,  0.2688900E-06,  0.1362950E+01
    1259,  0.2658076E-06,  0.1362950E+01
    1260,  0.2627606E-06,  0.1362950E+01
    1261,  0.2597485E-06,  0.1362950E+01
    1262,  0.2567709E-06,  0.1362950E+01
    1263,  0.2538275E-06,  0.1362950E+01
    1264,  0.2509179E-06,  0.1362950E+01
    1265,  0.2480415E-06,  0.1362950E+01
    1266,  0.2451982E-06,  0.1362950E+01
    1267,  0.2423874E-06,  0.1362950E+01
    1268,  0.2396089E-06,  0.1362950E+01
    1269,  0.2368622E-06,  0.1362950E+01
    1270,  0.2341469E-06,  0.1362950E+01
    1271,  0.2314630E-06,  0.1362950E+01
    1272,  0.2288095E-06,  0.1362950E+01
    1273,  0.2261867E-06,  0.1362950E+01
    1274,  0.2235939E-06,  0.1362950E+01
    1275,  0.2210308E-06,  0.1362950E+01
    1276,  0.2184970E-06,  0.1362950E+01
    1277,  0.2159924E-06,  0.1362950E+01
    1278,  0.2135164E-06,  0.1362950E+01
    1279,  0.2110689E-06,  0.1362950E+01
    1280,  0.2086493E-06,  0.1362950E+01
    1281,  0.2062575E-06,  0.1362950E+01
    1282,  0.2038931E-06,  0.1362950E+01
    1283,  0.2015558E-06,  0.1362950E+01
    1284,  0.1992453E-06,  0.1362950E+01
    1285,  0.1969614E-06,  0.1362950E+01
    1286,  0.1947035E-06,  0.1362950E+01
    1287,  0.1924716E-06,  0.1362950E+01
    1288,  0.1902653E-06,  0.1362950E+01
    1289,  0.1880842E-06,  0.1362950E+01
    1290,  0.1859282E-06,  0.1362950E+01
    1291,  0.1837968E-06,  0.1362950E+01
    1292,  0.1816900E-06,  0.1362950E+01
    1293,  0.1796072E-06,  0.1362950E+01
    1294,  0.1775483E-06,  0.1362950E+01
    1295,  0.1755131E-06,  0.1362950E+01
    1296,  0.1735011E-06,  0.1362950E+01
    1297,  0.1715123E-06,  0.1362950E+01
    1298,  0.1695461E-06,  0.1362950E+01
    1299,  0.1676026E-06,  0.1362950E+01
    1300,  0.1656813E-06,  0.1362950E+01
    1301,  0.1637821E-06,  0.1362950E+01
    1302,  0.1619046E-06,  0.1362950E+01
    1303,  0.1600487E-06,  0.1362950E+01
    1304,  0.1582140E-06,  0.1362950E+01
    1305,  0.1564003E-06,  0.1362950E+01
    1306,  0.1546076E-06,  0.1362950E+01
    1307,  0.1528351E-06,  0.1362950E+01
    1308,  0.1510832E-06,  0.1362950E+01
    1309,  0.1493514E-06,  0.1362950E+01
    1310,  0.1476393E-06,  0.1362950E+01
    1311,  0.1459468E-06,  0.1362950E+01
    1312,  0.1442739E-06,  0.1362950E+01
    1313,  0.1426199E-06,  0.1362950E+01
    1314,  0.1409851E-06,  0.1362950E+01
    1315,  0.1393690E-06,  0.1362950E+01
    1316,  0.1377713E-06,  0.1362950E+01
    1317,  0.1361920E-06,  0.1362950E+01
    1318,  0.1346309E-06,  0.1362950E+01
    1319,  0.1330876E-06,  0.1362950E+01
    1320,  0.1315618E-06,  0.1362950E+01
    1321,  0.1300539E-06,  0.1362950E+01
    1322,  0.1285630E-06,  0.1362950E+01
    1323,  0.1270892E-06,  0.1362950E+01
    1324,  0.1256324E-06,  0.1362950E+01
    1325,  0.1241923E-06,  0.1362951E+01
    1326,  0.1227686E-06,  0.1362951E+01
    1327,  0.1213612E-06,  0.1362951E+01
    1328,  0.1199701E-06,  0.1362951E+01
    1329,  0.1185948E-06,  0.1362951E+01
    1330,  0.1172353E-06,  0.1362951E+01
    1331,  0.1158914E-06,  0.1362951E+01
    1332,  0.1145630E-06,  0.1362951E+01
    1333,  0.1132497E-06,  0.1362951E+01
    1334,  0.1119515E-06,  0.1362951E+01
    1335,  0.1106682E-06,  0.1362951E+01
    1336,  0.1093995E-06,  0.1362951E+01
    1337,  0.1081455E-06,  0.1362951E+01
    1338,  0.1069057E-06,  0.1362951E+01
    1339,  0.1056803E-06,  0.1362951E+01
    1340,  0.1044688E-06,  0.1362951E+01
    1341,  0.1032713E-06,  0.1362951E+01
    1342,  0.1020875E-06,  0.1362951E+01
    1343,  0.1009173E-06,  0.1362951E+01
    1344,  0.9976036E-07,  0.1362951E+01
    1345,  0.9861684E-07,  0.1362951E+01
    1346,  0.9748636E-07,  0.1362951E+01
    1347,  0.9636881E-07,  0.1362951E+01
    1348,  0.9526425E-07,  0.1362951E+01
    1349,  0.9417208E-07,  0.1362951E+01
    1350,  0.9309262E-07,  0.1362951E+01
    1351,  0.9202548E-07,  0.1362951E+01
    1352,  0.9097053E-07,  0.1362951E+01
    1353,  0.8992777E-07,  0.1362951E+01
    1354,  0.8889689E-07,  0.1362951E+01
    1355,  0.8787788E-07,  0.1362951E+01
    1356,  0.8687046E-07,  0.1362951E+01
    1357,  0.8587468E-07,  0.1362951E+01
    1358,  0.8489026E-07,  0.1362951E+01
    1359,  0.8391710E-07,  0.1362951E+01
    1360,  0.8295520E-07,  0.1362951E+01
    1361,  0.8200424E-07,  0.1362951E+01
    1362,  0.8106423E-07,  0.1362951E+01
    1363,  0.8013494E-07,  0.1362951E+01
    1364,  0.7921641E-07,  0.1362951E+01
    1365,  0.7830822E-07,  0.1362951E+01
    1366,  0.7741063E-07,  0.1362951E+01
    1367,  0.7652327E-07,  0.1362951E+01
    1368,  0.7564600E-07,  0.1362951E+01
    1369,  0.7477888E-07,  0.1362951E+01
    1370,  0.7392164E-07,  0.1362951E+01
    1371,  0.7307435E-07,  0.1362951E+01
    1372,  0.7223665E-07,  0.1362951E+01
    1373,  0.7140854E-07,  0.1362951E+01
    1374,  0.7059002E-07,  0.1362951E+01
    1375,  0.6978082E-07,  0.1362951E+01
    1376,  0.6898090E-07,  0.1362951E+01
    1377,  0.6819014E-07,  0.1362951E+01
    1378,  0.6740849E-07,  0.1362951E+01
    1379,  0.6663576E-07,  0.1362951E+01
    1380,  0.6587191E-07,  0.1362951E+01
    1381,  0.6511677E-07,  0.1362951E+01
    1382,  0.6437036E-07,  0.1362951E+01
    1383,  0.6363243E-07,  0.1362951E+01
    1384,  0.6290301E-07,  0.1362951E+01
    1385,  0.6218197E-07,  0.1362951E+01
    1386,  0.6146915E-07,  0.1362951E+01
    1387,  0.6076448E-07,  0.1362951E+01
    1388,  0.6006797E-07,  0.1362951E+01
    1389,  0.5937941E-07,  0.1362951E+01
    1390,  0.5869869E-07,  0.1362951E+01
    1391,  0.5802580E-07,  0.1362951E+01
    1392,  0.5736070E-07,  0.1362951E+01
    1393,  0.5670314E-07,  0.1362951E+01
    1394,  0.5605308E-07,  0.1362951E+01
    1395,  0.5541058E-07,  0.1362951E+01
    1396,  0.5477539E-07,  0.1362951E+01
    1397,  0.5414743E-07,  0.1362951E+01
    1398,  0.5352683E-07,  0.1362951E+01
    1399,  0.5291320E-07,  0.1362951E+01
    1400,  0.5230665E-07,  0.1362951E+01
    1401,  0.5170700E-07,  0.1362951E+01
    1402,  0.5111438E-07,  0.1362951E+01
    1403,  0.5052836E-07,  0.1362951E+01
    1404,  0.4994915E-07,  0.1362951E+01
    1405,  0.4937655E-07,  0.1362951E+01
    1406,  0.4881055E-07,  0.1362951E+01
    1407,  0.4825106E-07,  0.1362951E+01
    1408,  0.4769796E-07,  0.1362951E+01
    1409,  0.4715114E-07,  0.1362951E+01
    1410,  0.4661063E-07,  0.1362951E+01
    1411,  0.4607642E-07,  0.1362951E+01
    1412,  0.4554804E-07,  0.1362951E+01
    1413,  0.4502612E-07,  0.1362951E+01
    1414,  0.4450983E-07,  0.1362951E+01
    1415,  0.4399970E-07,  0.1362951E+01
    1416,  0.4349528E-07,  0.1362951E+01
    1417,  0.4299667E-07,  0.1362951E+01
    1418,  0.4250380E-07,  0.1362951E+01
    1419,  0.4201655E-07,  0.1362951E+01
    1420,  0.4153493E-07,  0.1362951E+01
    1421,  0.4105876E-07,  0.1362951E+01
    1422,  0.4058817E-07,  0.1362951E+01
    1423,  0.4012286E-07,  0.1362951E+01
    1424,  0.3966297E-07,  0.1362951E+01
    1425,  0.3920827E-07,  0.1362951E+01
    1426,  0.3875885E-07,  0.1362951E+01
    1427,  0.3831454E-07,  0.1362951E+01
    1428,  0.3787522E-07,  0.1362951E+01
    1429,  0.3744115E-07,  0.1362951E+01
    1430,  0.3701189E-07,  0.1362951E+01
    1431,  0.3658767E-07,  0.1362951E+01
    1432,  0.3616828E-07,  0.1362951E+01
    1433,  0.3575361E-07,  0.1362951E+01
    1434,  0.3534378E-07,  0.1362951E+01
    1435,  0.3493868E-07,  0.1362951E+01
    1436,  0.3453811E-07,  0.1362951E+01
    1437,  0.3414222E-07,  0.1362951E+01
    1438,  0.3375081E-07,  0.1362951E+01
    1439,  0.3336396E-07,  0.1362951E+01
    1440,  0.3298146E-07,  0.1362951E+01
    1441,  0.3260339E-07,  0.1362951E+01
    1442,  0.3222969E-07,  0.1362951E+01
    1443,  0.3186024E-07,  0.1362951E+01
    1444,  0.3149495E-07,  0.1362951E+01
    1445,  0.3113396E-07,  0.1362951E+01
    1446,  0.3077703E-07,  0.1362951E+01
    1447,  0.3042426E-07,  0.1362951E+01
    1448,  0.3007550E-07,  0.1362951E+01
    1449,  0.2973071E-07,  0.1362951E+01
    1450,  0.2938994E-07,  0.1362951E+01
    1451,  0.2905295E-07,  0.1362951E+01
    1452,  0.2872002E-07,  0.1362951E+01
    1453,  0.2839073E-07,  0.1362951E+01
    1454,  0.2806537E-07,  0.1362951E+01
    1455,  0.2774355E-07,  0.1362951E+01
    1456,  0.2742553E-07,  0.1362951E+01
    1457,  0.2711125E-07,  0.1362951E+01
    1458,  0.2680032E-07,  0.1362951E+01
    1459,  0.2649325E-07,  0.1362951E+01
    1460,  0.2618940E-07,  0.1362951E+01
    1461,  0.2588926E-07,  0.1362951E+01
    1462,  0.2559251E-07,  0.1362951E+01
    1463,  0.2529915E-07,  0.1362951E+01
    1464,  0.2500909E-07,  0.1362951E+01
    1465,  0.2472238E-07,  0.1362951E+01
    1466,  0.2443903E-07,  0.1362951E+01
    1467,  0.2415887E-07,  0.1362951E+01
    1468,  0.2388194E-07,  0.1362951E+01
    1469,  0.2360820E-07,  0.1362951E+01
    1470,  0.2333758E-07,  0.1362951E+01
    1471,  0.2307001E-07,  0.1362951E+01
    1472,  0.2280556E-07,  0.1362951E+01
    1473,  0.2254412E-07,  0.1362951E+01
    1474,  0.2228571E-07,  0.1362951E+01
    1475,  0.2203026E-07,  0.1362951E+01
    1476,  0.2177773E-07,  0.1362951E+01
    1477,  0.2152802E-07,  0.1362951E+01
    1478,  0.2128131E-07,  0.1362951E+01
    1479,  0.2103732E-07,  0.1362951E+01
    1480,  0.2079616E-07,  0.1362951E+01
    1481,  0.2055780E-07,  0.1362951E+01
    1482,  0.2032214E-07,  0.1362951E+01
    1483,  0.2008917E-07,  0.1362951E+01
    1484,  0.1985889E-07,  0.1362951E+01
    1485,  0.1963122E-07,  0.1362951E+01
    1486,  0.1940617E-07,  0.1362951E+01
    1487,  0.1918374E-07,  0.1362951E+01
    1488,  0.1896381E-07,  0.1362951E+01
    1489,  0.1874645E-07,  0.1362951E+01
    1490,  0.1853148E-07,  0.1362951E+01
    1491,  0.1831915E-07,  0.1362951E+01
    1492,  0.1810909E-07,  0.1362951E+01
    1493,  0.1790159E-07,  0.1362951E+01
    1494,  0.1769630E-07,  0.1362951E+01
    1495,  0.1749350E-07,  0.1362951E+01
    1496,  0.1729291E-07,  0.1362951E+01
    1497,  0.1709473E-07,  0.1362951E+01
    1498,  0.1689869E-07,  0.1362951E+01
    1499,  0.1670501E-07,  0.1362951E+01
    1500,  0.1651358E-07,  0.1362951E+01
    1501,  0.1632422E-07,  0.1362951E+01
    1502,  0.1613711E-07,  0.1362951E+01
    1503,  0.1595217E-07,  0.1362951E+01
    1504,  0.1576926E-07,  0.1362951E+01
    1505,  0.1558852E-07,  0.1362951E+01
    1506,  0.1540980E-07,  0.1362951E+01
    1507,  0.1523309E-07,  0.1362951E+01
    1508,  0.1505858E-07,  0.1362951E+01
    1509,  0.1488590E-07,  0.1362951E+01
    1510,  0.1471529E-07,  0.1362951E+01
    1511,  0.1454655E-07,  0.1362951E+01
    1512,  0.1437987E-07,  0.1362951E+01
    1513,  0.1421497E-07,  0.1362951E+01
    1514,  0.1405206E-07,  0.1362951E+01
    1515,  0.1389097E-07,  0.1362951E+01
    1516,  0.1373169E-07,  0.1362951E+01
    1517,  0.1357434E-07,  0.1362951E+01
    1518,  0.1341868E-07,  0.1362951E+01
    1519,  0.1326500E-07,  0.1362951E+01
    1520,  0.1311283E-07,  0.1362951E+01
    1521,  0.1296251E-07,  0.1362951E+01
    1522,  0.1281391E-07,  0.1362951E+01
    1523,  0.1266704E-07,  0.1362951E+01
    1524,  0.1252183E-07,  0.1362951E+01
    1525,  0.1237827E-07,  0.1362951E+01
    1526,  0.1223643E-07,  0.1362951E+01
    1527,  0.1209606E-07,  0.1362951E+01
    1528,  0.1195746E-07,  0.1362951E+01
    1529,  0.1182044E-07,  0.1362951E+01
    1530,  0.1168490E-07,  0.1362951E+01
    1531,  0.1155094E-07,  0.1362951E+01
    1532,  0.1141854E-07,  0.1362951E+01
    1533,  0.1128767E-07,  0.1362951E+01
    1534,  0.1115825E-07,  0.1362951E+01
    1535,  0.1103035E-07,  0.1362951E+01
    1536,  0.1090389E-07,  0.1362951E+01
    1537,  0.1077892E-07,  0.1362951E+01
    1538,  0.1065539E-07,  0.1362951E+01
    1539,  0.1053318E-07,  0.1362951E+01
    1540,  0.1041242E-07,  0.1362951E+01
    1541,  0.1029311E-07,  0.1362951E+01
    1542,  0.1017511E-07,  0.1362951E+01
    1543,  0.1005846E-07,  0.1362951E+01
    1544,  0.9943130E-08,  0.1362951E+01
    1545,  0.9829153E-08,  0.1362951E+01
    1546,  0.9716531E-08,  0.1362951E+01
    1547,  0.9605104E-08,  0.1362951E+01
    1548,  0.9495026E-08,  0.1362951E+01
    1549,  0.9386144E-08,  0.1362951E+01
    1550,  0.9278611E-08,  0.1362951E+01
    1551,  0.9172203E-08,  0.1362951E+01
    1552,  0.9067084E-08,  0.1362951E+01
    1553,  0.8963127E-08,  0.1362951E+01
    1554,  0.8860359E-08,  0.1362951E+01
    1555,  0.8758851E-08,  0.1362951E+01
    1556,  0.8658363E-08,  0.1362951E+01
    1557,  0.8559147E-08,  0.1362951E+01
    1558,  0.8461026E-08,  0.1362951E+01
    1559,  0.8364078E-08,  0.1362951E+01
    1560,  0.8268166E-08,  0.1362951E+01
    1561,  0.8173415E-08,  0.1362951E+01
    1562,  0.8079718E-08,  0.1362951E+01
    1563,  0.7987081E-08,  0.1362951E+01
    1564,  0.7895593E-08,  0.1362951E+01
    1565,  0.7804965E-08,  0.1362951E+01
    1566,  0.7715586E-08,  0.1362951E+01
    1567,  0.7627113E-08,  0.1362951E+01
    1568,  0.7539648E-08,  0.1362951E+01
    1569,  0.7453179E-08,  0.1362951E+01
    1570,  0.7367840E-08,  0.1362951E+01
    1571,  0.7283332E-08,  0.1362951E+01
    1572,  0.7199890E-08,  0.1362951E+01
    1573,  0.7117308E-08,  0.1362951E+01
    1574,  0.7035740E-08,  0.1362951E+01
    1575,  0.6955090E-08,  0.1362951E+01
    1576,  0.6875376E-08,  0.1362951E+01
    1577,  0.6796529E-08,  0.1362951E+01
    1578,  0.6718612E-08,  0.1362951E+01
    1579,  0.6641638E-08,  0.1362951E+01
    1580,  0.6565447E-08,  0.1362951E+01
    1581,  0.6490269E-08,  0.1362951E+01
    1582,  0.6415762E-08,  0.1362951E+01
    1583,  0.6342352E-08,  0.1362951E+01
    1584,  0.6269489E-08,  0.1362951E+01
    1585,  0.6197733E-08,  0.1362951E+01
    1586,  0.6126673E-08,  0.1362951E+01
    1587,  0.6056443E-08,  0.1362951E+01
    1588,  0.5986967E-08,  0.1362951E+01
    1589,  0.5918404E-08,  0.1362951E+01
    1590,  0.5850465E-08,  0.1362951E+01
    1591,  0.5783439E-08,  0.1362951E+01
    1592,  0.5717168E-08,  0.1362951E+01
    1593,  0.5651626E-08,  0.1362951E+01
    1594,  0.5586898E-08,  0.1362951E+01
    1595,  0.5522747E-08,  0.1362951E+01
    1596,  0.5459491E-08,  0.1362951E+01
    1597,  0.5396942E-08,  0.1362951E+01
    1598,  0.5335011E-08,  0.1362951E+01
    1599,  0.5273882E-08,  0.1362951E+01
    1600,  0.5213412E-08,  0.1362951E+01
    1601,  0.5153678E-08,  0.1362951E+01
    1602,  0.5094504E-08,  0.1362951E+01
    1603,  0.5036238E-08,  0.1362951E+01
    1604,  0.4978495E-08,  0.1362951E+01
    1605,  0.4921353E-08,  0.1362951E+01
    1606,  0.4864942E-08,  0.1362951E+01
    1607,  0.4809202E-08,  0.1362951E+01
    1608,  0.4754063E-08,  0.1362951E+01
    1609,  0.4699584E-08,  0.1362951E+01
    1610,  0.4645699E-08,  0.1362951E+01
    1611,  0.4592416E-08,  0.1362951E+01
    1612,  0.4539815E-08,  0.1362951E+01
    1613,  0.4487757E-08,  0.1362951E+01
    1614,  0.4436341E-08,  0.1362951E+01
    1615,  0.4385437E-08,  0.1362951E+01
    1616,  0.4335169E-08,  0.1362951E+01
    1617,  0.4285537E-08,  0.1362951E+01
    1618,  0.4236377E-08,  0.1362951E+01
    1619,  0.4187817E-08,  0.1362951E+01
    1620,  0.4139794E-08,  0.1362951E+01
    1621,  0.4092341E-08,  0.1362951E+01
    1622,  0.4045466E-08,  0.1362951E+01
    1623,  0.3999104E-08,  0.1362951E+01
    1624,  0.3953201E-08,  0.1362951E+01
    1625,  0.3907910E-08,  0.1362951E+01
    1626,  0.3863115E-08,  0.1362951E+01
    1627,  0.3818826E-08,  0.1362951E+01
    1628,  0.3774984E-08,  0.1362951E+01
    1629,  0.3731785E-08,  0.1362951E+01
    1630,  0.3688986E-08,  0.1362951E+01
    1631,  0.3646741E-08,  0.1362951E+01
    1632,  0.3604855E-08,  0.1362951E+01
    1633,  0.3563540E-08,  0.1362951E+01
    1634,  0.3522803E-08,  0.1362951E+01
    1635,  0.3482266E-08,  0.1362951E+01
    1636,  0.3442471E-08,  0.1362951E+01
    1637,  0.3402977E-08,  0.1362951E+01
    1638,  0.3363989E-08,  0.1362951E+01
    1639,  0.3325372E-08,  0.1362951E+01
    1640,  0.3287274E-08,  0.1362951E+01
    1641,  0.3249582E-08,  0.1362951E+01
    1642,  0.3212355E-08,  0.1362951E+01
    1643,  0.3175558E-08,  0.1362951E+01
    1644,  0.3139115E-08,  0.1362951E+01
    1645,  0.3103161E-08,  0.1362951E+01
    1646,  0.3067536E-08,  0.1362951E+01
    1647,  0.3032459E-08,  0.1362951E+01
    1648,  0.2997618E-08,  0.1362951E+01
    1649,  0.2963243E-08,  0.1362951E+01
    1650,  0.2929309E-08,  0.1362951E+01
    1651,  0.2895704E-08,  0.1362951E+01
    1652,  0.2862513E-08,  0.1362951E+01
    1653,  0.2829721E-08,  0.1362951E+01
    1654,  0.2797295E-08,  0.1362951E+01
    1655,  0.2765246E-08,  0.1362951E+01
    1656,  0.2733521E-08,  0.1362951E+01
    1657,  0.2702167E-08,  0.1362951E+01
    1658,  0.2671243E-08,  0.1362951E+01
    1659,  0.2640596E-08,  0.1362951E+01
    1660,  0.2610243E-08,  0.1362951E+01
    1661,  0.2580409E-08,  0.1362951E+01
    1662,  0.2550851E-08,  0.1362951E+01
    1663,  0.2521547E-08,  0.1362951E+01
    1664,  0.2492655E-08,  0.1362951E+01
    1665,  0.2464058E-08,  0.1362951E+01
    1666,  0.2435879E-08,  0.1362951E+01
    1667,  0.2407923E-08,  0.1362951E+01
    1668,  0.2380304E-08,  0.1362951E+01
    1669,  0.2353055E-08,  0.1362951E+01
    1670,  0.2325983E-08,  0.1362951E+01
    1671,  0.2299453E-08,  0.1362951E+01
    1672,  0.2273024E-08,  0.1362951E+01
    1673,  0.2246989E-08,  0.1362951E+01
    1674,  0.2221242E-08,  0.1362951E+01
    1675,  0.2195767E-08,  0.1362951E+01
    1676,  0.2170621E-08,  0.1362951E+01
    1677,  0.2145658E-08,  0.1362951E+01
    1678,  0.2121172E-08,  0.1362951E+01
    1679,  0.2096709E-08,  0.1362951E+01
    1680,  0.2072830E-08,  0.1362951E+01
    1681,  0.2049022E-08,  0.1362951E+01
    1682,  0.2025502E-08,  0.1362951E+01
    1683,  0.2002347E-08,  0.1362951E+01
    1684,  0.1979322E-08,  0.1362951E+01
    1685,  0.1956691E-08,  0.1362951E+01
    1686,  0.1934255E-08,  0.1362951E+01
    1687,  0.1912066E-08,  0.1362951E+01
    1688,  0.1890143E-08,  0.1362951E+01
    1689,  0.1868508E-08,  0.1362951E+01
    1690,  0.1847085E-08,  0.1362951E+01
    1691,  0.1825862E-08,  0.1362951E+01
    1692,  0.1804969E-08,  0.1362951E+01
    1693,  0.1784241E-08,  0.1362951E+01
    1694,  0.1763802E-08,  0.1362951E+01
    1695,  0.1743616E-08,  0.1362951E+01
    1696,  0.1723565E-08,  0.1362951E+01
    1697,  0.1703868E-08,  0.1362951E+01
    1698,  0.1684324E-08,  0.1362951E+01
    1699,  0.1665039E-08,  0.1362951E+01
    1700,  0.1645866E-08,  0.1362951E+01
    1701,  0.1627070E-08,  0.1362951E+01
    1702,  0.1608416E-08,  0.1362951E+01
    1703,  0.1589926E-08,  0.1362951E+01
    1704,  0.1571702E-08,  0.1362951E+01
    1705,  0.1553695E-08,  0.1362951E+01
    1706,  0.1535977E-08,  0.1362951E+01
    1707,  0.1518271E-08,  0.1362951E+01
    1708,  0.1500883E-08,  0.1362951E+01
    1709,  0.1483724E-08,  0.1362951E+01
    1710,  0.1466678E-08,  0.1362951E+01
    1711,  0.1449878E-08,  0.1362951E+01
    1712,  0.1433232E-08,  0.1362951E+01
    1713,  0.1416810E-08,  0.1362951E+01
    1714,  0.1400541E-08,  0.1362951E+01
    1715,  0.1384537E-08,  0.1362951E+01
    1716,  0.1368669E-08,  0.1362951E+01
    1717,  0.1353013E-08,  0.1362951E+01
    1718,  0.1337486E-08,  0.1362951E+01
    1719,  0.1322053E-08,  0.1362951E+01
    1720,  0.1306980E-08,  0.1362951E+01
    1721,  0.1292001E-08,  0.1362951E+01
    1722,  0.1277128E-08,  0.1362951E+01
    1723,  0.1262585E-08,  0.1362951E+01
    1724,  0.1248042E-08,  0.1362951E+01
    1725,  0.1233728E-08,  0.1362951E+01
    1726,  0.1219644E-08,  0.1362951E+01
    1727,  0.1205620E-08,  0.1362951E+01
    1728,  0.1191836E-08,  0.1362951E+01
    1729,  0.1178130E-08,  0.1362951E+01
    1730,  0.1164641E-08,  0.1362951E+01
    1731,  0.1151294E-08,  0.1362951E+01
    1732,  0.1138082E-08,  0.1362951E+01
    1733,  0.1124987E-08,  0.1362951E+01
    1734,  0.1112094E-08,  0.1362951E+01
    1735,  0.1099429E-08,  0.1362951E+01
    1736,  0.1086801E-08,  0.1362951E+01
    1737,  0.1074313E-08,  0.1362951E+01
    1738,  0.1062003E-08,  0.1362951E+01
    1739,  0.1049880E-08,  0.1362951E+01
    1740,  0.1037805E-08,  0.1362951E+01
    1741,  0.1025913E-08,  0.1362951E+01
    1742,  0.1014185E-08,  0.1362951E+01
    1743,  0.1002552E-08,  0.1362951E+01
    1744,  0.9910009E-09,  0.1362951E+01
    1745,  0.9796798E-09,  0.1362951E+01
    1746,  0.9684529E-09,  0.1362951E+01
    1747,  0.9573084E-09,  0.1362951E+01
    1748,  0.9463937E-09,  0.1362951E+01
    1749,  0.9354495E-09,  0.1362951E+01
    1750,  0.9248588E-09,  0.1362951E+01
    1751,  0.9141856E-09,  0.1362951E+01
    1752,  0.9037185E-09,  0.1362951E+01
    1753,  0.8933104E-09,  0.1362951E+01
    1754,  0.8831496E-09,  0.1362951E+01
    1755,  0.8730065E-09,  0.1362951E+01
    1756,  0.8629577E-09,  0.1362951E+01
    1757,  0.8530797E-09,  0.1362951E+01
    1758,  0.8433783E-09,  0.1362951E+01
    1759,  0.8336535E-09,  0.1362951E+01
    1760,  0.8240994E-09,  0.1362951E+01
    1761,  0.8147162E-09,  0.1362951E+01
    1762,  0.8053094E-09,  0.1362951E+01
    1763,  0.7960734E-09,  0.1362951E+01
    1764,  0.7869552E-09,  0.1362951E+01
    1765,  0.7779018E-09,  0.1362951E+01
    1766,  0.7690134E-09,  0.1362951E+01
    1767,  0.7602015E-09,  0.1362951E+01
    1768,  0.7515545E-09,  0.1362951E+01
    1769,  0.7428369E-09,  0.1362951E+01
    1770,  0.7343136E-09,  0.1362951E+01
    1771,  0.7259141E-09,  0.1362951E+01
    1772,  0.7176441E-09,  0.1362951E+01
    1773,  0.7093329E-09,  0.1362951E+01
    1774,  0.7012750E-09,  0.1362951E+01
    1775,  0.6931935E-09,  0.1362951E+01
    1776,  0.6852710E-09,  0.1362951E+01
    1777,  0.6774311E-09,  0.1362951E+01
    1778,  0.6696264E-09,  0.1362951E+01
    1779,  0.6619573E-09,  0.1362951E+01
    1780,  0.6544236E-09,  0.1362951E+01
    1781,  0.6468840E-09,  0.1362951E+01
    1782,  0.6394504E-09,  0.1362951E+01
    1783,  0.6321759E-09,  0.1362951E+01
    1784,  0.6248896E-09,  0.1362951E+01
    1785,  0.6177270E-09,  0.1362951E+01
    1786,  0.6107058E-09,  0.1362951E+01
    1787,  0.6036551E-09,  0.1362951E+01
